"","0","1","2","3","4","5","6","7","8"
"1",0.0103627677356034,0.000720503085464835,0.0114631086028262,0.000506028515786047,0.00441857011093307,0.00945519497482778,0.00570550054013619,0.00146417618340014,0.00870787824165607
"2",0.0131693236308443,0.000578672105140809,0.00942673652201069,0.000839624785004831,0.00272154601725509,0.000943462165388255,0.00327006724796682,0.00132865394464116,0.0046115886217253
"3",0.00639680698426288,0.000206386561878645,0.00392162298000686,0.000368763151484414,0.00126308499772941,0.00327865296667526,0.00327298398753062,0.00047444843816426,0.00145302948082442
"4",0.00523596430517468,0.000401138672239946,0.00537449881571966,1.68381298324146e-05,0.00177745908825051,0.0069523732971821,0.00655700286989376,0.00198452974570558,0.00725838161056427
"5",0.0291520299685585,0.002168784482222,0.0267290678871384,0.00229792093077452,0.00403215773680728,0.297265180708314,0.00591790949728976,0.0163776657372178,0.00701361834621229
"6",0.00861781308859785,0.000819740356105168,0.0134663454586464,0.000976456975222798,0.00864719857983399,0.0409023375155212,0.00606419514269292,0.00304678458485749,0.0206880009920284
"7",0.00861278217521323,0.00120314227603407,0.0135523788328773,0.000435362105366804,0.00318319311757578,0.105058892591576,0.004184736647301,0.00356379947906842,0.00441388354842413
"8",0.00873818495748689,0.00131786320389355,0.0131666384534064,0.00166606628671524,0.0266093532741031,0.102867258458179,0.00261227120197511,0.00121181898885103,0.00661309454432348
"9",0.00603000650875889,0.000403031064286811,0.00824431708909432,0.0015544995377782,0.00119879411792927,0.00774740624705754,0.0015160836377931,0.000472555060832014,0.00234853621006675
"10",0.00727593364802668,0.000269102012030235,0.00650605417756618,1.23274772397618e-05,0.00388949181522484,0.000861879203986791,0.00426973213122306,0.00615884542038489,0.00229145241216224
"11",0.00290512094437686,0.000111711108512654,0.00400074714976737,2.65184426483551e-05,0.00260570093351003,0.00517440954997636,0.00311600239331643,0.000232954834292359,0.00302328878818239
"12",0.00378237380200829,0.000245251552929633,0.00655096616256174,0.000642438704702457,0.00263712144338053,0.00798309576304999,0.00357521867480942,0.000291392908276907,0.00941954924767764
"13",0.0128983655868518,0.00105387368474734,0.0142803791212652,0.000533887984072096,0.00646486075579328,0.0355267339319438,0.0166764525751098,0.00171646193866422,0.00403031241469317
"14",0.00834997009424409,0.00220927378514637,0.0148289230614254,0.000699380285144824,0.0140619979608211,0.013895758202666,0.0192572646533048,0.00135194934715319,0.0100777376238376
"15",0.00523132970054778,0.000399792472166888,0.00492642719433462,0.000193916767214748,0.0035846862863895,0.0157672513869298,0.00903355574774341,0.00272779950254097,0.00416094348548666
"16",0.0088269395658795,0.00125728087950005,0.0117412402166118,0.000818072214631752,0.0164142760206132,0.0244482330800183,0.0144909343570999,0.00040219891278925,0.00724450450801373
"17",0.00527990880392965,0.000273182584899264,0.0109866304290019,3.11920263504632e-05,0.00188677589028061,0.000995610102687045,0.00413409844261863,0.00484097574488896,0.0137412148815481
"18",0.00409484227064367,0.000371161932743918,0.0103780497652598,0.000569888321560052,0.00323057403035075,0.000593971027208415,0.00116139628309006,0.000188747104445713,0.0125340511898702
"19",0.0060095360082589,0.000531535872411363,0.00305456169803718,0.000451369121940866,0.00220757139347555,0.000589020013332402,0.0102895906966007,0.00348017572225353,0.0121086091769103
"20",0.00489235688508959,0.000300265453313399,0.00791932316162034,0.0010684296732524,0.0102565007549921,0.00109511892152168,0.00440599519524565,0.00189149181883285,0.0290996063521097
"21",0.0129222955523494,0.000327326238965718,0.00854309623371413,0.000961028220759311,0.00121986871937499,0.0280751130161531,0.00635906468018296,0.00170833932961451,0.00845821482501283
"22",0.0181728734049534,0.000485423664038364,0.00725226385304469,0.000306014767073904,0.00403354587660121,0.0240376614350078,0.00488411719827571,0.00499661524395384,0.00512569461721709
"23",0.0198928017650302,0.00100597114668243,0.00609721405071405,0.000615554068272593,0.00233655574853648,0.0451213202069668,0.0056244710286347,0.0118030556755693,0.00403176317276534
